@ATTRIBUTE SORTS_Equipment_Comment { depot_modification,shortage }
@ATTRIBUTE SORTS_Equipment_Cond { C-0, C-1, C-2, C-3, C-4, C-5 }
@ATTRIBUTE SORTS_Equipment_Cond_Comment { not_mission_capable, damaged/inoperative }
@ATTRIBUTE SORTS_Training { C-0, C-1, C-2, C-3, C-4, C-5 }
@ATTRIBUTE SORTS_Training_Comment { training_incomplete }
@ATTRIBUTE SORTS_Overall { C-0, C-1, C-2, C-3, C-4, C-5 }
@ATTRIBUTE SORTS_Overall_Comment { overall_C-level_capped_below_C-1, overall_C-level_subjectively_changed, overall_C-level_most_affected_by_training, overall_C-level_most_affected_by_equipment_and_sup, overall_C-level_most_affected_by_personnel }
@ATTRIBUTE SORTS_Overall_ETIC { C-0, C-1, C-2, C-3, C-4, C-5 }
@ATTRIBUTE SORTS_Overall_ETIC_Date REAL
@ATTRIBUTE Tr { A, B, C, D }

@data

ICBM,FE_Warren,90MW,321MS,MMIII,G,MMIIIG,X,X,41,13,0.98,0.98,0.98,0.98,1.00,1.00,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00,50.00,?,50.00,0.00,50.00,1.00,0.00,0.00,0.00,0.00,50.00,1.00,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.92,C-1,1.00,1.00,1.00,?,50.00,0.00,0.00,0.00,50.00,1.00,50.00,1.00,733,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,733,15.00,15.00,0.00,0.00,0.00,27.00,1.80,27.00,1.80,2.05,1.80,1.80,733,220.00,237.00,0.00,0.00,217.00,0.98,217.00,0.98,196.00,195.00,733,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,?,?,D
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,10,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,A
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,10,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,B
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,10,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,C
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,10,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,D
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,11,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,A
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,11,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,B
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,11,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,C
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,11,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,D
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,12,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,A
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,12,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,B
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,12,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,C
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,12,0.90,0.90,0.90,0.90,0.97,0.97,0.97,0.97,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,729,221.00,228.00,0.00,0.00,199.00,0.90,199.00,0.90,195.00,186.00,729,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,D
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,13,0.92,0.92,0.92,0.92,0.97,0.97,0.97,0.97,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,733,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,733,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,733,221.00,221.00,0.00,0.00,204.00,0.92,204.00,0.92,195.00,172.00,733,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,A
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,13,0.92,0.92,0.92,0.92,0.97,0.97,0.97,0.97,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,733,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,733,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,733,221.00,221.00,0.00,0.00,204.00,0.92,204.00,0.92,195.00,172.00,733,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,B
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,13,0.92,0.92,0.92,0.92,0.97,0.97,0.97,0.97,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,733,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,733,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,733,221.00,221.00,0.00,0.00,204.00,0.92,204.00,0.92,195.00,172.00,733,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,C
ICBM,FE_Warren,90MW,400MS,Peacekeeper,?,Peacekeeper,X,X,50,13,0.92,0.92,0.92,0.92,0.97,0.97,0.97,0.97,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,49.00,48.00,1.00,50.00,49.00,?,50.00,1.00,48.00,0.97,0.00,0.00,0.00,0.00,48.00,0.97,1.00,1.00,1.00,1.00,0.97,729,500.00,500.00,500.00,0.00,500.00,1.00,500.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.93,C-1,1.00,1.00,1.00,?,49.00,0.00,0.00,0.00,49.00,1.00,49.00,1.00,733,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,733,15.00,15.00,0.00,0.00,0.00,25.00,1.66,25.00,1.66,1.66,1.66,1.66,733,221.00,221.00,0.00,0.00,204.00,0.92,204.00,0.92,195.00,172.00,733,C-1,?,C-1,?,C-1,?,C-1,?,C-1,?,C-1,631,D
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,10,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,A
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,10,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,B
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,10,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,C
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,10,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,D
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,11,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,A
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,11,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,B
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,11,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,C
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,11,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,D
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,12,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,A
ICBM,Malmstrom,341MW,564MS,MMIII,G,MMIIIG,X,X,75,12,0.92,0.92,0.92,0.92,0.95,0.95,0.98,0.98,0.92,0.92,0.92,0.92,0.92,0.92,0.00,0.00,0.00,0.00,47.00,45.00,2.00,50.00,47.00,?,50.00,2.00,45.00,0.95,0.00,0.00,0.00,0.00,45.00,0.95,1.00,1.00,1.00,1.00,0.98,729,150.00,150.00,150.00,0.00,150.00,1.00,150.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,?,1.00,C-1,1.00,C-1,0.95,C-1,1.00,1.00,1.00,?,47.00,0.00,0.00,0.00,47.00,1.00,47.00,1.00,729,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,729,15.00,15.00,0.00,0.00,0.00,24.00,1.60,24.00,1.60,2.05,1.60,1.60,729,217.00,211.00,0.00,0.00,201.00,0.92,201.00,0.92,192.00,185.00,729,C-1,?,C-1,?,C-2,not_mission_capable,C-1,?,C-1,overall_C-level_subjectively_changed,?,?,B
